vulnerability_type,fixed_code
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name (max 10 characters): "");
        String name = scanner.nextLine();
        if (name.length() > 10) {
            System.out.println(""Input exceeds maximum length of 10 characters. Exiting..."");
            return;
        }
        StringBuilder buffer = new StringBuilder();
        buffer.append(name);
        System.out.println(""Buffer content: "" + buffer.toString());
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferHandling {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int maxLength = Math.min(userInput.length(), 10); 
        char[] buffer = new char[10];
        userInput.getChars(0, maxLength, buffer, 0);
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        String truncatedName = name.substring(0, Math.min(name.length(), 10));
        char[] buffer = new char[truncatedName.length()];
        truncatedName.getChars(0, truncatedName.length(), buffer, 0);
        if (buffer.length > 10) {
            System.out.println(""Buffer overflow prevented. Truncated name: "" + new String(buffer));
        } else {
            System.out.println(""Hello, "" + new String(buffer));
        }
    }
}"
Buffer Overflow,"import java.util.Scanner;
import java.util.Arrays;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        char[] buffer = new char[10];
        if (input.length() > buffer.length) {
            System.out.println(""Input string is too long. Please enter a shorter string."");
            return;
        }
        input.getChars(0, Math.min(input.length(), buffer.length), buffer, 0);
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = 10;
        char[] buffer = new char[bufferSize];
        int lengthToCopy = Math.min(userInput.length(), bufferSize);
        userInput.getChars(0, lengthToCopy, buffer, 0);
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine(); 
        int bufferSize = 10;
        char[] buffer = new char[bufferSize]; 
        for (int i = 0; i < Math.min(input.length(), bufferSize); i++) {
            buffer[i] = input.charAt(i); 
        }
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class BufferOverflowExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = 10;
        if (userInput.length() > bufferSize) {
            userInput = userInput.substring(0, bufferSize);
        }
        char[] buffer = new char[bufferSize];
        userInput.getChars(0, userInput.length(), buffer, 0);
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        char[] buffer = new char[Math.min(name.length(), 10)];
        for (int i = 0; i < buffer.length; i++) {
            buffer[i] = name.charAt(i);
        }
        System.out.println(""Hello, "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        int maxLength = 100;
        if (name.length() > maxLength) {
            System.out.println(""Input exceeds maximum allowed length."");
            return;
        }
        StringBuilder buffer = new StringBuilder();
        buffer.append(name);
        System.out.println(""Hello, "" + buffer.toString());
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine(); 
        int bufferSize = 10;
        char[] buffer = new char[bufferSize]; 
        if (userInput.length() > bufferSize) {
            System.out.println(""Input exceeds buffer size. Please enter a string with at most "" + bufferSize + "" characters."");
            return; 
        }
        userInput.getChars(0, userInput.length(), buffer, 0); 
        System.out.println(""User input copied into buffer successfully!"");
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferHandling {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        char[] buffer = new char[10];
        name = name.substring(0, Math.min(name.length(), buffer.length));
        name.getChars(0, name.length(), buffer, 0);
        System.out.println(""Hello, "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferCopy {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        int maxLength = Math.min(name.length(), 10); 
        char[] buffer = new char[maxLength];
        for (int i = 0; i < maxLength; i++) {
            buffer[i] = name.charAt(i);
        }
        System.out.println(""Buffer overflow vulnerability fixed!"");
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferHandling {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string (max 10 characters): "");
        String input = scanner.nextLine();
        if (input.length() > 10) {
            System.out.println(""Input exceeds maximum length of 10 characters."");
            return;
        }
        StringBuilder buffer = new StringBuilder(10);
        buffer.append(input);
        System.out.println(""Buffer content: "" + buffer.toString());
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = 10;
        char[] buffer = new char[bufferSize];
        int lengthToCopy = Math.min(userInput.length(), bufferSize); 
        userInput.getChars(0, lengthToCopy, buffer, 0); 
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        char[] buffer = new char[Math.min(name.length(), 10)];
        name.getChars(0, buffer.length, buffer, 0);
        System.out.println(""Hello, "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        char[] buffer = new char[name.length()];
        for (int i = 0; i < name.length() && i < buffer.length; i++) {
            buffer[i] = name.charAt(i);
        }
        System.out.println(""Hello, "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SafeBufferCopy {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        char[] buffer = new char[10];
        for (int i = 0; i < input.length() && i < buffer.length; i++) {
            buffer[i] = input.charAt(i);
        }
        System.out.println(""Input successfully copied to buffer: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = Math.min(userInput.length(), 10);
        char[] buffer = new char[bufferSize];
        userInput = userInput.substring(0, bufferSize);
        userInput.getChars(0, userInput.length(), buffer, 0);
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string (max 10 characters): "");
        String userInput = scanner.nextLine().substring(0, 10); 
        char[] buffer = new char[10];
        userInput.getChars(0, userInput.length(), buffer, 0);
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = Math.min(userInput.length(), 10);
        char[] buffer = new char[bufferSize];
        userInput.getChars(0, bufferSize, buffer, 0);
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        char[] buffer = new char[Math.min(userInput.length(), 10)];
        for (int i = 0; i < buffer.length; i++) {
            buffer[i] = userInput.charAt(i);
        }
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String userInput = scanner.nextLine();
        if (userInput.length() <= 10) {
            char[] buffer = new char[10];
            userInput.getChars(0, Math.min(userInput.length(), buffer.length), buffer, 0);
            System.out.println(""Hello, "" + new String(buffer));
        } else {
            System.out.println(""Input exceeds buffer size."");
        }
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        StringBuilder buffer = new StringBuilder();
        if (input.length() <= 10) {
            buffer.append(input);
        } else {
            System.out.println(""Input exceeds buffer size."");
        }
        System.out.println(""Buffer content: "" + buffer.toString());
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        char[] buffer = new char[Math.min(userInput.length(), 10)];
        userInput.getChars(0, buffer.length, buffer, 0);
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        StringBuilder buffer = new StringBuilder();
        if (userInput.length() > 10) {
            userInput = userInput.substring(0, 10);
            System.out.println(""Input length exceeds buffer size. Truncated to 10 characters."");
        }
        buffer.append(userInput);
        System.out.println(""Buffer contents: "" + buffer.toString());
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferCopy {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        char[] buffer = new char[10];
        int copyLength = Math.min(input.length(), buffer.length);
        for (int i = 0; i < copyLength; i++) {
            buffer[i] = input.charAt(i);
        }
        System.out.println(""Input copied successfully."");
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferImplementation {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = Math.min(userInput.length(), 10);
        char[] buffer = new char[bufferSize];
        for (int i = 0; i < bufferSize; i++) {
            buffer[i] = userInput.charAt(i);
        }
        System.out.println(""Buffer contents: "");
        for (char c : buffer) {
            System.out.print(c);
        }
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        char[] buffer = new char[10];
        int length = Math.min(name.length(), buffer.length);
        name.getChars(0, length, buffer, 0);
        System.out.println(""Hello, "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferHandling {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        if (userInput.length() > 10) {
            System.out.println(""Input exceeds buffer size. Please enter a shorter string."");
            return;
        }
        char[] buffer = new char[10];
        userInput.getChars(0, userInput.length(), buffer, 0);
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        int maxLength = Math.min(input.length(), 10); 
        char[] buffer = new char[10];
        input.getChars(0, maxLength, buffer, 0);
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferHandling {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int maxLength = 10; 
        if (userInput.length() > maxLength) {
            System.out.println(""Input exceeds maximum length. Please try again."");
            return;
        }
        char[] buffer = new char[maxLength];
        userInput.getChars(0, Math.min(userInput.length(), maxLength), buffer, 0);
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
import java.util.Arrays;
public class SecureBufferHandling {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        byte[] buffer = new byte[10];
        int length = Math.min(userInput.length(), buffer.length);
        System.arraycopy(userInput.getBytes(), 0, buffer, 0, length);
        System.out.println(""User input stored in buffer: "" + new String(Arrays.copyOf(buffer, length)));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferHandling {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String userInput = scanner.nextLine();
        char[] buffer = new char[userInput.length()];
        int copyLength = Math.min(userInput.length(), buffer.length);
        userInput.getChars(0, copyLength, buffer, 0);
        System.out.println(""Hello, "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        int bufferSize = 10;
        if (input.length() > bufferSize) {
            System.out.println(""Input exceeds buffer size. Please enter a shorter string."");
            return;
        }
        char[] buffer = new char[bufferSize];
        for (int i = 0; i < input.length(); i++) {
            buffer[i] = input.charAt(i);
        }
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int maxLength = 10; 
        char[] buffer = new char[maxLength];
        userInput.getChars(0, Math.min(userInput.length(), maxLength), buffer, 0);
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferInput {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = Math.min(userInput.length(), 10);
        char[] buffer = new char[bufferSize];
        userInput.getChars(0, bufferSize, buffer, 0);
        System.out.println(""Buffer contents: "");
        for (char c : buffer) {
            System.out.print(c);
        }
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferHandling {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        int bufferSize = 10; 
        char[] buffer = new char[bufferSize]; 
        for (int i = 0; i < name.length() && i < bufferSize; i++) {
            buffer[i] = name.charAt(i);
        }
        System.out.println(""Buffer handling secure."");
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine().trim(); 
        int maxLength = 10; 
        char[] buffer = new char[maxLength];
        int length = Math.min(input.length(), maxLength); 
        input.getChars(0, length, buffer, 0);
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SafeBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.println(""Enter your name:"");
        String name = scanner.next(); 
        char[] buffer = new char[10]; 
        for (int i = 0; i < Math.min(name.length(), buffer.length); i++) {
            buffer[i] = name.charAt(i);
        }
        System.out.println(""Hello, "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SafeBufferHandling {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        int bufferSize = 10;
        if (input.length() > bufferSize) {
            System.out.println(""Input exceeds buffer size. Please enter a shorter string."");
            return;
        }
        char[] buffer = new char[bufferSize];
        input.getChars(0, Math.min(input.length(), bufferSize), buffer, 0);
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferHandling {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        int maxLength = 10;
        char[] buffer = new char[maxLength];
        if (name.length() <= maxLength) {
            name.getChars(0, name.length(), buffer, 0);
            System.out.println(""Hello, "" + String.valueOf(buffer));
        } else {
            System.arraycopy(name.toCharArray(), 0, buffer, 0, maxLength);
            System.out.println(""Hello, "" + String.valueOf(buffer));
        }
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.println(""Enter a string:"");
        String input = scanner.nextLine();
        StringBuilder buffer = new StringBuilder();
        buffer.append(input);
        System.out.println(""Buffer content: "" + buffer.toString());
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int maxLength = 10; 
        char[] buffer = new char[maxLength];
        for (int i = 0; i < userInput.length() && i < maxLength; i++) {
            buffer[i] = userInput.charAt(i);
        }
        System.out.println(""User input copied into buffer: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine().trim(); 
        int maxLength = 10;
        if (userInput.length() > maxLength) {
            userInput = userInput.substring(0, maxLength);
        }
        char[] buffer = new char[maxLength];
        userInput.getChars(0, userInput.length(), buffer, 0);
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferInput {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        StringBuilder buffer = new StringBuilder();
        buffer.append(name);
        System.out.println(""Hello, "" + buffer.toString());
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        int bufferSize = Math.min(name.length(), 10);
        char[] buffer = new char[bufferSize];
        for (int i = 0; i < bufferSize; i++) {
            buffer[i] = name.charAt(i);
        }
        System.out.println(""Hello, "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        if (input.length() > 10) {
            System.out.println(""Input string is too long. Please enter a string of up to 10 characters."");
            return;
        }
        char[] buffer = new char[10]; 
        input.getChars(0, Math.min(input.length(), buffer.length), buffer, 0);
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine(); 
        char[] buffer = new char[userInput.length()];
        userInput.getChars(0, userInput.length(), buffer, 0);
        System.out.println(""User input copied into buffer: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferHandling {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        int bufferSize = Math.min(name.length(), 10);
        char[] buffer = new char[bufferSize];
        name.getChars(0, bufferSize, buffer, 0);
        System.out.println(""Hello, "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class BufferOverflowFixed {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine(); 
        if (userInput.length() > 10) {
            System.out.println(""Input exceeds buffer size. Please enter a shorter string."");
            return;
        }
        char[] buffer = new char[10];
        for (int i = 0; i < userInput.length(); i++) {
            buffer[i] = userInput.charAt(i);
        }
        System.out.println(""Buffer overflow prevented!"");
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine(); 
        int maxLength = 10; 
        if (userInput.length() > maxLength) {
            userInput = userInput.substring(0, maxLength);
        }
        StringBuilder buffer = new StringBuilder();
        for (int i = 0; i < userInput.length(); i++) {
            buffer.append(userInput.charAt(i)); 
        }
        System.out.println(""Buffer contents: "" + buffer.toString());
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferImplementation {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        int maxBufferSize = 10;
        char[] buffer = new char[maxBufferSize];
        int inputLength = input.length();
        if (inputLength <= maxBufferSize) {
            input.getChars(0, inputLength, buffer, 0);
            System.out.println(""Buffer contents: "" + new String(buffer));
        } else {
            System.out.println(""Input string is too long!"");
        }
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SafeBufferOverflowExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.next();
        char[] buffer = new char[10];
        int length = Math.min(input.length(), buffer.length);
        for (int i = 0; i < length; i++) {
            buffer[i] = input.charAt(i);
        }
        System.out.println(""Buffer overflow vulnerability fixed!"");
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferHandling {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = Math.min(userInput.length(), 10);
        char[] buffer = new char[bufferSize];
        userInput.getChars(0, bufferSize, buffer, 0);
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        char[] buffer = new char[userInput.length()];
        if (userInput.length() <= buffer.length) {
            userInput.getChars(0, userInput.length(), buffer, 0);
            System.out.println(""Buffer contents: "" + new String(buffer));
        } else {
            System.out.println(""Input exceeds buffer size. Please enter a shorter string."");
        }
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        char[] buffer = new char[10];
        int length = Math.min(name.length(), buffer.length);
        name.getChars(0, length, buffer, 0);
        System.out.println(""Hello, "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SafeBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        char[] buffer = new char[input.length()];
        for (int i = 0; i < input.length(); i++) {
            if (i < buffer.length) {
                buffer[i] = input.charAt(i);
            } else {
                break; 
            }
        }
        System.out.println(""Input copied into buffer safely."");
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = 10;
        char[] buffer = new char[bufferSize];
        if (userInput.length() > bufferSize) {
            System.out.println(""Input exceeds buffer size. Truncating to "" + bufferSize + "" characters."");
            userInput = userInput.substring(0, bufferSize);
        }
        userInput.getChars(0, userInput.length(), buffer, 0);
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.println(""Enter a string:"");
        String userInput = scanner.nextLine();
        int bufferSize = Math.min(userInput.length(), 10);
        byte[] buffer = new byte[bufferSize];
        System.arraycopy(userInput.getBytes(), 0, buffer, 0, bufferSize);
        System.out.println(""Buffer contents: "" + new String(buffer));
        scanner.close();
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SafeBufferUsage {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        char[] buffer = new char[10];
        int length = Math.min(input.length(), buffer.length);
        input.getChars(0, length, buffer, 0);
        System.out.println(""Buffer content: "" + String.valueOf(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = Math.min(userInput.length(), 10);
        char[] buffer = new char[bufferSize];
        userInput.getChars(0, bufferSize, buffer, 0);
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class BufferOverflowExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = 10;
        if (userInput.length() > bufferSize) {
            userInput = userInput.substring(0, bufferSize);
        }
        char[] buffer = new char[bufferSize];
        userInput.getChars(0, Math.min(userInput.length(), bufferSize), buffer, 0);
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        int maxLength = Math.min(name.length(), 10);
        char[] buffer = new char[maxLength];
        name.getChars(0, maxLength, buffer, 0);
        System.out.println(""Welcome, "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        int maxLength = 20; 
        if (name.length() > maxLength) {
            System.out.println(""Input exceeds maximum allowed length."");
            return;
        }
        char[] buffer = new char[name.length()];
        name.getChars(0, name.length(), buffer, 0);
        System.out.println(""Hello, "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SafeBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = Math.min(userInput.length(), 10);
        char[] buffer = new char[bufferSize];
        for (int i = 0; i < bufferSize; i++) {
            buffer[i] = userInput.charAt(i);
        }
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        int bufferSize = Math.min(name.length(), 10);
        char[] buffer = new char[bufferSize];
        name.getChars(0, bufferSize, buffer, 0);
        System.out.println(""Hello, "" + new String(buffer));
    }
}"
